Date,Close,MIN.YEAR,Year,New.Year,Min,Min.Date,Max,Max.Date
6/6/14,4321.399902,6/6/14,2014,6/6/14,4213.660156,10/13/14,4806.910156,12/29/14
6/9/14,4336.240234,6/6/14,2015,1/2/15,4506.490234,8/25/15,5218.859863,7/20/15
6/10/14,4338,6/6/14,2016,1/4/16,4266.839844,2/11/16,5487.439941,12/27/16
6/11/14,4331.930176,6/6/14,2017,1/3/17,5429.080078,1/3/17,6994.759766,12/18/17
6/12/14,4297.629883,6/6/14,2018,1/2/18,6192.919922,12/24/18,8109.689941,8/29/18
6/13/14,4310.649902,6/6/14,2019,1/2/19,6463.5,1/3/19,9022.389648,12/26/19
6/16/14,4321.100098,6/6/14,2020,1/2/20,6860.669922,3/23/20,12899.41992,12/28/20
6/17/14,4337.22998,6/6/14,2021,1/4/21,12609.16016,3/8/21,16057.44043,11/19/21
6/18/14,4362.839844,6/6/14,2022,1/3/22,10213.29004,12/28/22,15832.79981,1/3/22
6/19/14,4359.330078,6/6/14,2023,1/3/23,10305.24023,1/5/23,15099.17969,12/27/23
6/20/14,4368.040039,6/6/14,2024,1/2/24,14510.29981,1/4/24,17187.90039,6/5/24
6/23/14,4368.680176,6/6/14,,,,,,
6/24/14,4350.350098,6/6/14,,,,,,
6/25/14,4379.759766,6/6/14,,,,,,
6/26/14,4379.049805,6/6/14,,,,,,
6/27/14,4397.930176,6/6/14,,,,,,
6/30/14,4408.180176,6/6/14,,,,,,
7/1/14,4458.649902,6/6/14,,,,,,
7/2/14,4457.72998,6/6/14,,,,,,
7/3/14,4485.930176,6/6/14,,,,,,
7/7/14,4451.529785,6/6/14,,,,,,
7/8/14,4391.459961,6/6/14,,,,,,
7/9/14,4419.029785,6/6/14,,,,,,
7/10/14,4396.200195,6/6/14,,,,,,
7/11/14,4415.490234,6/6/14,,,,,,
7/14/14,4440.419922,6/6/14,,,,,,
7/15/14,4416.390137,6/6/14,,,,,,
7/16/14,4425.970215,6/6/14,,,,,,
7/17/14,4363.450195,6/6/14,,,,,,
7/18/14,4432.149902,6/6/14,,,,,,
7/21/14,4424.700195,6/6/14,,,,,,
7/22/14,4456.02002,6/6/14,,,,,,
7/23/14,4473.700195,6/6/14,,,,,,
7/24/14,4472.109863,6/6/14,,,,,,
7/25/14,4449.560059,6/6/14,,,,,,
7/28/14,4444.910156,6/6/14,,,,,,
7/29/14,4442.700195,6/6/14,,,,,,
7/30/14,4462.899902,6/6/14,,,,,,
7/31/14,4369.77002,6/6/14,,,,,,
8/1/14,4352.640137,6/6/14,,,,,,
8/4/14,4383.890137,6/6/14,,,,,,
8/5/14,4352.839844,6/6/14,,,,,,
8/6/14,4355.049805,6/6/14,,,,,,
8/7/14,4334.970215,6/6/14,,,,,,
8/8/14,4370.899902,6/6/14,,,,,,
8/11/14,4401.330078,6/6/14,,,,,,
8/12/14,4389.25,6/6/14,,,,,,
8/13/14,4434.129883,6/6/14,,,,,,
8/14/14,4453,6/6/14,,,,,,
8/15/14,4464.930176,6/6/14,,,,,,
8/18/14,4508.310059,6/6/14,,,,,,
8/19/14,4527.509766,6/6/14,,,,,,
8/20/14,4526.47998,6/6/14,,,,,,
8/21/14,4532.100098,6/6/14,,,,,,
8/22/14,4538.549805,6/6/14,,,,,,
8/25/14,4557.350098,6/6/14,,,,,,
8/26/14,4570.640137,6/6/14,,,,,,
8/27/14,4569.620117,6/6/14,,,,,,
8/28/14,4557.700195,6/6/14,,,,,,
8/29/14,4580.27002,6/6/14,,,,,,
9/2/14,4598.189941,6/6/14,,,,,,
9/3/14,4572.560059,6/6/14,,,,,,
9/4/14,4562.290039,6/6/14,,,,,,
9/5/14,4582.899902,6/6/14,,,,,,
9/8/14,4592.290039,6/6/14,,,,,,
9/9/14,4552.290039,6/6/14,,,,,,
9/10/14,4586.52002,6/6/14,,,,,,
9/11/14,4591.810059,6/6/14,,,,,,
9/12/14,4567.600098,6/6/14,,,,,,
9/15/14,4518.899902,6/6/14,,,,,,
9/16/14,4552.759766,6/6/14,,,,,,
9/17/14,4562.189941,6/6/14,,,,,,
9/18/14,4593.430176,6/6/14,,,,,,
9/19/14,4579.790039,6/6/14,,,,,,
9/22/14,4527.689941,6/6/14,,,,,,
9/23/14,4508.689941,6/6/14,,,,,,
9/24/14,4555.220215,6/6/14,,,,,,
9/25/14,4466.75,6/6/14,,,,,,
9/26/14,4512.189941,6/6/14,,,,,,
9/29/14,4505.850098,6/6/14,,,,,,
9/30/14,4493.390137,6/6/14,,,,,,
10/1/14,4422.089844,6/6/14,,,,,,
10/2/14,4430.200195,6/6/14,,,,,,
10/3/14,4475.620117,6/6/14,,,,,,
10/6/14,4454.799805,6/6/14,,,,,,
10/7/14,4385.200195,6/6/14,,,,,,
10/8/14,4468.589844,6/6/14,,,,,,
10/9/14,4378.339844,6/6/14,,,,,,
10/10/14,4276.240234,6/6/14,,,,,,
10/13/14,4213.660156,6/6/14,,,,,,
10/14/14,4227.169922,6/6/14,,,,,,
10/15/14,4215.319824,6/6/14,,,,,,
10/16/14,4217.390137,6/6/14,,,,,,
10/17/14,4258.439941,6/6/14,,,,,,
10/20/14,4316.069824,6/6/14,,,,,,
10/21/14,4419.47998,6/6/14,,,,,,
10/22/14,4382.850098,6/6/14,,,,,,
10/23/14,4452.790039,6/6/14,,,,,,
10/24/14,4483.720215,6/6/14,,,,,,
10/27/14,4485.930176,6/6/14,,,,,,
10/28/14,4564.290039,6/6/14,,,,,,
10/29/14,4549.22998,6/6/14,,,,,,
10/30/14,4566.140137,6/6/14,,,,,,
10/31/14,4630.740234,6/6/14,,,,,,
11/3/14,4638.910156,6/6/14,,,,,,
11/4/14,4623.640137,6/6/14,,,,,,
11/5/14,4620.720215,6/6/14,,,,,,
11/6/14,4638.470215,6/6/14,,,,,,
11/7/14,4632.529785,6/6/14,,,,,,
11/10/14,4651.620117,6/6/14,,,,,,
11/11/14,4660.560059,6/6/14,,,,,,
11/12/14,4675.140137,6/6/14,,,,,,
11/13/14,4680.140137,6/6/14,,,,,,
11/14/14,4688.540039,6/6/14,,,,,,
11/17/14,4671,6/6/14,,,,,,
11/18/14,4702.439941,6/6/14,,,,,,
11/19/14,4675.709961,6/6/14,,,,,,
11/20/14,4701.870117,6/6/14,,,,,,
11/21/14,4712.970215,6/6/14,,,,,,
11/24/14,4754.890137,6/6/14,,,,,,
11/25/14,4758.25,6/6/14,,,,,,
11/26/14,4787.319824,6/6/14,,,,,,
11/28/14,4791.629883,6/6/14,,,,,,
12/1/14,4727.350098,6/6/14,,,,,,
12/2/14,4755.810059,6/6/14,,,,,,
12/3/14,4774.470215,6/6/14,,,,,,
12/4/14,4769.439941,6/6/14,,,,,,
12/5/14,4780.759766,6/6/14,,,,,,
12/8/14,4740.689941,6/6/14,,,,,,
12/9/14,4766.470215,6/6/14,,,,,,
12/10/14,4684.02002,6/6/14,,,,,,
12/11/14,4708.160156,6/6/14,,,,,,
12/12/14,4653.600098,6/6/14,,,,,,
12/15/14,4605.160156,6/6/14,,,,,,
12/16/14,4547.830078,6/6/14,,,,,,
12/17/14,4644.310059,6/6/14,,,,,,
12/18/14,4748.399902,6/6/14,,,,,,
12/19/14,4765.379883,6/6/14,,,,,,
12/22/14,4781.419922,6/6/14,,,,,,
12/23/14,4765.419922,6/6/14,,,,,,
12/24/14,4773.470215,6/6/14,,,,,,
12/26/14,4806.859863,6/6/14,,,,,,
12/29/14,4806.910156,6/6/14,,,,,,
12/30/14,4777.439941,6/6/14,,,,,,
12/31/14,4736.049805,6/6/14,,,,,,
1/2/15,4726.810059,1/2/15,,,,,,
1/5/15,4652.569824,1/2/15,,,,,,
1/6/15,4592.740234,1/2/15,,,,,,
1/7/15,4650.470215,1/2/15,,,,,,
1/8/15,4736.189941,1/2/15,,,,,,
1/9/15,4704.069824,1/2/15,,,,,,
1/12/15,4664.709961,1/2/15,,,,,,
1/13/15,4661.5,1/2/15,,,,,,
1/14/15,4639.319824,1/2/15,,,,,,
1/15/15,4570.819824,1/2/15,,,,,,
1/16/15,4634.379883,1/2/15,,,,,,
1/20/15,4654.850098,1/2/15,,,,,,
1/21/15,4667.419922,1/2/15,,,,,,
1/22/15,4750.399902,1/2/15,,,,,,
1/23/15,4757.879883,1/2/15,,,,,,
1/26/15,4771.759766,1/2/15,,,,,,
1/27/15,4681.5,1/2/15,,,,,,
1/28/15,4637.990234,1/2/15,,,,,,
1/29/15,4683.410156,1/2/15,,,,,,
1/30/15,4635.240234,1/2/15,,,,,,
2/2/15,4676.689941,1/2/15,,,,,,
2/3/15,4727.740234,1/2/15,,,,,,
2/4/15,4716.700195,1/2/15,,,,,,
2/5/15,4765.100098,1/2/15,,,,,,
2/6/15,4744.399902,1/2/15,,,,,,
2/9/15,4726.009766,1/2/15,,,,,,
2/10/15,4787.640137,1/2/15,,,,,,
2/11/15,4801.180176,1/2/15,,,,,,
2/12/15,4857.609863,1/2/15,,,,,,
2/13/15,4893.839844,1/2/15,,,,,,
2/17/15,4899.27002,1/2/15,,,,,,
2/18/15,4906.359863,1/2/15,,,,,,
2/19/15,4924.700195,1/2/15,,,,,,
2/20/15,4955.970215,1/2/15,,,,,,
2/23/15,4960.970215,1/2/15,,,,,,
2/24/15,4968.120117,1/2/15,,,,,,
2/25/15,4967.140137,1/2/15,,,,,,
2/26/15,4987.890137,1/2/15,,,,,,
2/27/15,4963.529785,1/2/15,,,,,,
3/2/15,5008.100098,1/2/15,,,,,,
3/3/15,4979.899902,1/2/15,,,,,,
3/4/15,4967.140137,1/2/15,,,,,,
3/5/15,4982.810059,1/2/15,,,,,,
3/6/15,4927.370117,1/2/15,,,,,,
3/9/15,4942.439941,1/2/15,,,,,,
3/10/15,4859.790039,1/2/15,,,,,,
3/11/15,4849.939941,1/2/15,,,,,,
3/12/15,4893.290039,1/2/15,,,,,,
3/13/15,4871.759766,1/2/15,,,,,,
3/16/15,4929.509766,1/2/15,,,,,,
3/17/15,4937.430176,1/2/15,,,,,,
3/18/15,4982.830078,1/2/15,,,,,,
3/19/15,4992.379883,1/2/15,,,,,,
3/20/15,5026.419922,1/2/15,,,,,,
3/23/15,5010.970215,1/2/15,,,,,,
3/24/15,4994.72998,1/2/15,,,,,,
3/25/15,4876.52002,1/2/15,,,,,,
3/26/15,4863.359863,1/2/15,,,,,,
3/27/15,4891.220215,1/2/15,,,,,,
3/30/15,4947.439941,1/2/15,,,,,,
3/31/15,4900.879883,1/2/15,,,,,,
