Date,Close,MIN.YEAR,Year,New.Year,Min,Min.Date,Max,Max.Date,New.Year
9/16/16,15.71,1/4/16,,,,,,,
9/19/16,15.9175,1/4/16,,,,,,,
9/20/16,15.7725,1/4/16,,,,,,,
9/21/16,16.215,1/4/16,,,,,,,
9/22/16,16.254999,1/4/16,,,,,,,
9/23/16,16.237499,1/4/16,,,,,,,
9/26/16,16.084999,1/4/16,,,,,,,
9/27/16,16.635,1/4/16,,,,,,,
9/28/16,16.695,1/4/16,,,,,,,
9/29/16,16.85,1/4/16,,,,,,,
9/30/16,17.129999,1/4/16,,,,,,,
10/3/16,17.112499,1/4/16,,,,,,,
10/4/16,17.075001,1/4/16,,,,,,,
10/5/16,17.057501,1/4/16,,,,,,,
10/6/16,16.834999,1/4/16,,,,,,,
10/7/16,16.7125,1/4/16,,,,,,,
10/10/16,16.775,1/4/16,,,,,,,
10/11/16,16.532499,1/4/16,,,,,,,
10/12/16,16.6075,1/4/16,,,,,,,
10/13/16,16.3375,1/4/16,,,,,,,
10/14/16,16.497499,1/4/16,,,,,,,
10/17/16,16.4025,1/4/16,,,,,,,
10/18/16,16.6525,1/4/16,,,,,,,
10/19/16,16.6175,1/4/16,,,,,,,
10/20/16,16.932501,1/4/16,,,,,,,
10/21/16,16.885,1/4/16,,,,,,,
10/24/16,17.6775,1/4/16,,,,,,,
10/25/16,17.967501,1/4/16,,,,,,,
10/26/16,18.040001,1/4/16,,,,,,,
10/27/16,17.67,1/4/16,,,,,,,
10/28/16,17.639999,1/4/16,,,,,,,
10/31/16,17.790001,1/4/16,,,,,,,
11/1/16,17.262501,1/4/16,,,,,,,
11/2/16,17.190001,1/4/16,,,,,,,
11/3/16,16.99,1/4/16,,,,,,,
11/4/16,16.8925,1/4/16,,,,,,,
11/7/16,17.817499,1/4/16,,,,,,,
11/8/16,17.790001,1/4/16,,,,,,,
11/9/16,17.49,1/4/16,,,,,,,
11/10/16,16.942499,1/4/16,,,,,,,
11/11/16,21.9925,1/4/16,,,,,,,
11/14/16,20.91,1/4/16,,,,,,,
11/15/16,21.547501,1/4/16,,,,,,,
11/16/16,22.907499,1/4/16,,,,,,,
11/17/16,23.0975,1/4/16,,,,,,,
11/18/16,23.34,1/4/16,,,,,,,
11/21/16,23.245001,1/4/16,,,,,,,
11/22/16,23.4125,1/4/16,,,,,,,
11/23/16,23.4925,1/4/16,,,,,,,
11/25/16,23.540001,1/4/16,,,,,,,
11/28/16,23.5275,1/4/16,,,,,,,
11/29/16,23.3125,1/4/16,,,,,,,
11/30/16,23.049999,1/4/16,,,,,,,
12/1/16,21.91,1/4/16,,,,,,,
12/2/16,22.112499,1/4/16,,,,,,,
12/5/16,22.969999,1/4/16,,,,,,,
12/6/16,23.3475,1/4/16,,,,,,,
12/7/16,23.7675,1/4/16,,,,,,,
12/8/16,23.370001,1/4/16,,,,,,,
12/9/16,22.955,1/4/16,,,,,,,
12/12/16,22.397499,1/4/16,,,,,,,
12/13/16,22.7925,1/4/16,,,,,,,
12/14/16,24.112499,1/4/16,,,,,,,
12/15/16,24.6775,1/4/16,,,,,,,
12/16/16,25.102501,1/4/16,,,,,,,
12/19/16,25.407499,1/4/16,,,,,,,
12/20/16,26.2925,1/4/16,,,,,,,
12/21/16,26.4575,1/4/16,,,,,,,
12/22/16,26.7775,1/4/16,,,,,,,
12/23/16,27.445,1/4/16,,,,,,,
12/27/16,29.33,1/4/16,,,,,,,
12/28/16,27.3125,1/4/16,,,,,,,
12/29/16,27.8575,1/4/16,,,,,,,
12/30/16,26.684999,1/4/16,,,,,,,
1/3/17,25.502501,1/3/17,,,,,,,
1/4/17,26.0975,1/3/17,,,,,,,
1/5/17,25.434999,1/3/17,,,,,,,
1/6/17,25.775,1/3/17,,,,,,,
1/9/17,26.82,1/3/17,,,,,,,
1/10/17,26.6175,1/3/17,,,,,,,
1/11/17,26.290001,1/3/17,,,,,,,
1/12/17,25.860001,1/3/17,,,,,,,
1/13/17,25.8575,1/3/17,,,,,,,
1/17/17,25.2775,1/3/17,,,,,,,
1/18/17,25.737499,1/3/17,,,,,,,
1/19/17,26.290001,1/3/17,,,,,,,
1/20/17,26.002501,1/3/17,,,,,,,
1/23/17,26.272499,1/3/17,,,,,,,
1/24/17,26.8325,1/3/17,,,,,,,
1/25/17,26.9475,1/3/17,,,,,,,
1/26/17,27.4125,1/3/17,,,,,,,
1/27/17,27.942499,1/3/17,,,,,,,
1/30/17,27.504999,1/3/17,,,,,,,
1/31/17,27.295,1/3/17,,,,,,,
2/1/17,28.487499,1/3/17,,,,,,,
2/2/17,28.8475,1/3/17,,,,,,,
2/3/17,28.594999,1/3/17,,,,,,,
2/6/17,29.327499,1/3/17,,,,,,,
2/7/17,29.782499,1/3/17,,,,,,,
2/8/17,29.6525,1/3/17,,,,,,,
2/9/17,29.094999,1/3/17,,,,,,,
2/10/17,28.405001,1/3/17,,,,,,,
2/13/17,27.094999,1/3/17,,,,,,,
2/14/17,27.195,1/3/17,,,,,,,
2/15/17,27.25,1/3/17,,,,,,,
2/16/17,26.8125,1/3/17,,,,,,,
2/17/17,26.807501,1/3/17,,,,,,,
2/21/17,27.7675,1/3/17,,,,,,,
2/22/17,27.690001,1/3/17,,,,,,,
2/23/17,25.122499,1/3/17,,,,,,,
2/24/17,25.365,1/3/17,,,,,,,
2/27/17,26.102501,1/3/17,,,,,,,
2/28/17,25.370001,1/3/17,,,,,,,
3/1/17,25.6975,1/3/17,,,,,,,
3/2/17,24.75,1/3/17,,,,,,,
3/3/17,24.6075,1/3/17,,,,,,,
3/6/17,24.4175,1/3/17,,,,,,,
3/7/17,24.684999,1/3/17,,,,,,,
3/8/17,24.639999,1/3/17,,,,,,,
3/9/17,24.635,1/3/17,,,,,,,
3/10/17,24.780001,1/3/17,,,,,,,
3/13/17,25.4625,1/3/17,,,,,,,
3/14/17,25.445,1/3/17,,,,,,,
3/15/17,25.637501,1/3/17,,,,,,,
3/16/17,25.952499,1/3/17,,,,,,,
3/17/17,26.5175,1/3/17,,,,,,,
3/20/17,27.362499,1/3/17,,,,,,,
3/21/17,26.477501,1/3/17,,,,,,,
3/22/17,27.0175,1/3/17,,,,,,,
3/23/17,26.772499,1/3/17,,,,,,,
3/24/17,26.8675,1/3/17,,,,,,,
3/27/17,27.0625,1/3/17,,,,,,,
3/28/17,26.922501,1/3/17,,,,,,,
3/29/17,26.834999,1/3/17,,,,,,,
3/30/17,27.35,1/3/17,,,,,,,
3/31/17,27.2325,1/3/17,,,,,,,
4/3/17,27.094999,1/3/17,,,,,,,
4/4/17,25.195,1/3/17,,,,,,,
4/5/17,25.0075,1/3/17,,,,,,,
4/6/17,25.190001,1/3/17,,,,,,,
4/7/17,25.0825,1/3/17,,,,,,,
4/10/17,24.442499,1/3/17,,,,,,,
4/11/17,24.530001,1/3/17,,,,,,,
4/12/17,24.327499,1/3/17,,,,,,,
4/13/17,23.872499,1/3/17,,,,,,,
4/17/17,24.807501,1/3/17,,,,,,,
4/18/17,24.8225,1/3/17,,,,,,,
4/19/17,24.92,1/3/17,,,,,,,
4/20/17,25.315001,1/3/17,,,,,,,
4/21/17,25.42,1/3/17,,,,,,,
4/24/17,25.737499,1/3/17,,,,,,,
4/25/17,26.184999,1/3/17,,,,,,,
4/26/17,26.004999,1/3/17,,,,,,,
4/27/17,26.41,1/3/17,,,,,,,
4/28/17,26.075001,1/3/17,,,,,,,
5/1/17,26.66,1/3/17,,,,,,,
5/2/17,25.870001,1/3/17,,,,,,,
5/3/17,26.0625,1/3/17,,,,,,,
5/4/17,25.9625,1/3/17,,,,,,,
5/5/17,25.965,1/3/17,,,,,,,
5/8/17,25.692499,1/3/17,,,,,,,
5/9/17,25.735001,1/3/17,,,,,,,
5/10/17,30.3225,1/3/17,,,,,,,
5/11/17,31.625,1/3/17,,,,,,,
5/12/17,31.9725,1/3/17,,,,,,,
5/15/17,33.577499,1/3/17,,,,,,,
5/16/17,34.202499,1/3/17,,,,,,,
5/17/17,31.93,1/3/17,,,,,,,
5/18/17,33.267502,1/3/17,,,,,,,
5/19/17,34,1/3/17,,,,,,,
5/22/17,34.724998,1/3/17,,,,,,,
5/23/17,34.2575,1/3/17,,,,,,,
5/24/17,34.642502,1/3/17,,,,,,,
5/25/17,34.564999,1/3/17,,,,,,,
5/26/17,35.459999,1/3/17,,,,,,,
5/30/17,36.217499,1/3/17,,,,,,,
5/31/17,36.087502,1/3/17,,,,,,,
6/1/17,36.09,1/3/17,,,,,,,
6/2/17,35.91,1/3/17,,,,,,,
6/5/17,37.002499,1/3/17,,,,,,,
6/6/17,36.834999,1/3/17,,,,,,,
6/7/17,37.279999,1/3/17,,,,,,,
6/8/17,39.985001,1/3/17,,,,,,,
6/9/17,37.400002,1/3/17,,,,,,,
6/12/17,37.4925,1/3/17,,,,,,,
6/13/17,37.849998,1/3/17,,,,,,,
6/14/17,37.93,1/3/17,,,,,,,
6/15/17,38.092499,1/3/17,,,,,,,
6/16/17,37.904999,1/3/17,,,,,,,
6/19/17,39.330002,1/3/17,,,,,,,
6/20/17,39.272499,1/3/17,,,,,,,
6/21/17,39.8675,1/3/17,,,,,,,
6/22/17,39.592499,1/3/17,,,,,,,
6/23/17,38.4575,1/3/17,,,,,,,
6/26/17,38.037498,1/3/17,,,,,,,
6/27/17,36.645,1/3/17,,,,,,,
6/28/17,37.9375,1/3/17,,,,,,,
6/29/17,36.669998,1/3/17,,,,,,,
6/30/17,36.139999,1/3/17,,,,,,,
7/3/17,34.8325,1/3/17,,,,,,,
7/5/17,35.762501,1/3/17,,,,,,,
7/6/17,35.869999,1/3/17,,,,,,,
7/7/17,36.689999,1/3/17,,,,,,,
7/10/17,38.424999,1/3/17,,,,,,,
7/11/17,38.970001,1/3/17,,,,,,,
7/12/17,40.627499,1/3/17,,,,,,,
7/13/17,40.157501,1/3/17,,,,,,,
7/14/17,41.237499,1/3/17,,,,,,,
7/17/17,41.0625,1/3/17,,,,,,,
7/18/17,41.490002,1/3/17,,,,,,,
7/19/17,41.275002,1/3/17,,,,,,,
7/20/17,41.875,1/3/17,,,,,,,
7/21/17,42.025002,1/3/17,,,,,,,
7/24/17,41.537498,1/3/17,,,,,,,
7/25/17,41.337502,1/3/17,,,,,,,
7/26/17,41.814999,1/3/17,,,,,,,
7/27/17,40.435001,1/3/17,,,,,,,
7/28/17,41.0975,1/3/17,,,,,,,
7/31/17,40.627499,1/3/17,,,,,,,
8/1/17,41.122501,1/3/17,,,,,,,
8/2/17,41.0975,1/3/17,,,,,,,
8/3/17,41.619999,1/3/17,,,,,,,
8/4/17,41.802502,1/3/17,,,,,,,
8/7/17,43.087502,1/3/17,,,,,,,
8/8/17,42.575001,1/3/17,,,,,,,
8/9/17,43.0275,1/3/17,,,,,,,
8/10/17,41.185001,1/3/17,,,,,,,
8/11/17,38.990002,1/3/17,,,,,,,
8/14/17,42.099998,1/3/17,,,,,,,
8/15/17,41.744999,1/3/17,,,,,,,
8/16/17,41.287498,1/3/17,,,,,,,
8/17/17,40.3675,1/3/17,,,,,,,
8/18/17,40.375,1/3/17,,,,,,,
8/21/17,39.787498,1/3/17,,,,,,,
8/22/17,40.637501,1/3/17,,,,,,,
8/23/17,41.450001,1/3/17,,,,,,,
8/24/17,41.297501,1/3/17,,,,,,,
8/25/17,40.952499,1/3/17,,,,,,,
8/28/17,41.2425,1/3/17,,,,,,,
8/29/17,41.174999,1/3/17,,,,,,,
8/30/17,41.419998,1/3/17,,,,,,,
8/31/17,42.360001,1/3/17,,,,,,,
9/1/17,42.615002,1/3/17,,,,,,,
9/5/17,41.477501,1/3/17,,,,,,,
9/6/17,41.452499,1/3/17,,,,,,,
9/7/17,41.645,1/3/17,,,,,,,
9/8/17,40.922501,1/3/17,,,,,,,
9/11/17,42.25,1/3/17,,,,,,,
9/12/17,42.4025,1/3/17,,,,,,,
9/13/17,42.592499,1/3/17,,,,,,,
9/14/17,42.349998,1/3/17,,,,,,,
9/15/17,45.0275,1/3/17,,,,,,,
9/18/17,46.887501,1/3/17,,,,,,,
9/19/17,46.837502,1/3/17,,,,,,,
9/20/17,46.459999,1/3/17,,,,,,,
9/21/17,45.189999,1/3/17,,,,,,,
9/22/17,44.75,1/3/17,,,,,,,
9/25/17,42.75,1/3/17,,,,,,,
9/26/17,42.990002,1/3/17,,,,,,,
9/27/17,43.932499,1/3/17,,,,,,,
9/28/17,43.919998,1/3/17,,,,,,,
9/29/17,44.692501,1/3/17,,,,,,,
10/2/17,44.75,1/3/17,,,,,,,
10/3/17,44.842499,1/3/17,,,,,,,
10/4/17,45.217499,1/3/17,,,,,,,
10/5/17,45.192501,1/3/17,,,,,,,
10/6/17,45.325001,1/3/17,,,,,,,
10/9/17,46.3475,1/3/17,,,,,,,
10/10/17,47.232498,1/3/17,,,,,,,
10/11/17,47.735001,1/3/17,,,,,,,
10/12/17,47.7575,1/3/17,,,,,,,
10/13/17,48.647499,1/3/17,,,,,,,
10/16/17,49.482498,1/3/17,,,,,,,
10/17/17,49.4375,1/3/17,,,,,,,
10/18/17,49.395,1/3/17,,,,,,,
10/19/17,49.450001,1/3/17,,,,,,,
10/20/17,49.224998,1/3/17,,,,,,,
10/23/17,49.154999,1/3/17,,,,,,,
10/24/17,49.669998,1/3/17,,,,,,,
10/25/17,48.415001,1/3/17,,,,,,,
10/26/17,48.922501,1/3/17,,,,,,,
10/27/17,50.465,1/3/17,,,,,,,
10/30/17,50.959999,1/3/17,,,,,,,
10/31/17,51.702499,1/3/17,,,,,,,
11/1/17,51.799999,1/3/17,,,,,,,
11/2/17,51.485001,1/3/17,,,,,,,
11/3/17,52.172501,1/3/17,,,,,,,
11/6/17,52.407501,1/3/17,,,,,,,
11/7/17,53.0075,1/3/17,,,,,,,
11/8/17,52.290001,1/3/17,,,,,,,
11/9/17,51.330002,1/3/17,,,,,,,
11/10/17,54.035,1/3/17,,,,,,,
11/13/17,53.157501,1/3/17,,,,,,,
11/14/17,53.544998,1/3/17,,,,,,,
11/15/17,52.494999,1/3/17,,,,,,,
11/16/17,52.9025,1/3/17,,,,,,,
11/17/17,52.84,1/3/17,,,,,,,
11/20/17,53.52,1/3/17,,,,,,,
11/21/17,54.012501,1/3/17,,,,,,,
11/22/17,53.732498,1/3/17,,,,,,,
11/24/17,54.240002,1/3/17,,,,,,,
11/27/17,53.535,1/3/17,,,,,,,
11/28/17,52.677502,1/3/17,,,,,,,
11/29/17,49.105,1/3/17,,,,,,,
11/30/17,50.177502,1/3/17,,,,,,,
12/1/17,49.419998,1/3/17,,,,,,,
12/4/17,46.665001,1/3/17,,,,,,,
12/5/17,46.935001,1/3/17,,,,,,,
12/6/17,47.314999,1/3/17,,,,,,,
12/7/17,47.997501,1/3/17,,,,,,,
12/8/17,47.872501,1/3/17,,,,,,,
12/11/17,48.665001,1/3/17,,,,,,,
12/12/17,47.709999,1/3/17,,,,,,,
12/13/17,46.544998,1/3/17,,,,,,,
12/14/17,46.6175,1/3/17,,,,,,,
12/15/17,47.889999,1/3/17,,,,,,,
12/18/17,49.474998,1/3/17,,,,,,,
12/19/17,49.0275,1/3/17,,,,,,,
12/20/17,49.200001,1/3/17,,,,,,,
12/21/17,48.9725,1/3/17,,,,,,,
12/22/17,48.817501,1/3/17,,,,,,,
12/26/17,49.360001,1/3/17,,,,,,,
12/27/17,49.2925,1/3/17,,,,,,,
12/28/17,49.349998,1/3/17,,,,,,,
12/29/17,48.375,1/3/17,,,,,,,
1/2/18,49.837502,1/2/18,,,,,,,
1/3/18,53.1175,1/2/18,,,,,,,
1/4/18,53.397499,1/2/18,,,,,,,
1/5/18,53.849998,1/2/18,,,,,,,
1/8/18,55.5,1/2/18,,,,,,,
1/9/18,55.485001,1/2/18,,,,,,,
1/10/18,55.919998,1/2/18,,,,,,,
1/11/18,56.02,1/2/18,,,,,,,
1/12/18,55.744999,1/2/18,,,,,,,
1/16/18,55.0275,1/2/18,,,,,,,
1/17/18,56.18,1/2/18,,,,,,,
1/18/18,56.110001,1/2/18,,,,,,,
1/19/18,57.5275,1/2/18,,,,,,,
1/22/18,58.422501,1/2/18,,,,,,,
1/23/18,59.727501,1/2/18,,,,,,,
1/24/18,58.950001,1/2/18,,,,,,,
1/25/18,59.087502,1/2/18,,,,,,,
1/26/18,60.8325,1/2/18,,,,,,,
1/29/18,61.712502,1/2/18,,,,,,,
1/30/18,60.68,1/2/18,,,,,,,
1/31/18,61.450001,1/2/18,,,,,,,
2/1/18,60.125,1/2/18,,,,,,,
2/2/18,58.380001,1/2/18,,,,,,,
2/5/18,53.424999,1/2/18,,,,,,,
2/6/18,56.395,1/2/18,,,,,,,
2/7/18,57.200001,1/2/18,,,,,,,
2/8/18,54.380001,1/2/18,,,,,,,
2/9/18,58.02,1/2/18,,,,,,,
2/12/18,57.0075,1/2/18,,,,,,,
2/13/18,58.157501,1/2/18,,,,,,,
2/14/18,60.355,1/2/18,,,,,,,
2/15/18,61.625,1/2/18,,,,,,,
2/16/18,60.959999,1/2/18,,,,,,,
2/20/18,62.27,1/2/18,,,,,,,
2/21/18,60.377499,1/2/18,,,,,,,
2/22/18,60.537498,1/2/18,,,,,,,
2/23/18,61.482498,1/2/18,,,,,,,
2/26/18,61.645,1/2/18,,,,,,,
2/27/18,61.514999,1/2/18,,,,,,,
2/28/18,60.5,1/2/18,,,,,,,
3/1/18,58.052502,1/2/18,,,,,,,
3/2/18,59.134998,1/2/18,,,,,,,
3/5/18,58.912498,1/2/18,,,,,,,
3/6/18,60.540001,1/2/18,,,,,,,
3/7/18,60.459999,1/2/18,,,,,,,
3/8/18,60.294998,1/2/18,,,,,,,
3/9/18,61.3325,1/2/18,,,,,,,
3/12/18,62.439999,1/2/18,,,,,,,
3/13/18,61.927502,1/2/18,,,,,,,
3/14/18,62.185001,1/2/18,,,,,,,
3/15/18,62.334999,1/2/18,,,,,,,
3/16/18,62.619999,1/2/18,,,,,,,
3/19/18,60.25,1/2/18,,,,,,,
3/20/18,62.395,1/2/18,,,,,,,
3/21/18,62.139999,1/2/18,,,,,,,
3/22/18,60.462502,1/2/18,,,,,,,
3/23/18,58.2425,1/2/18,,,,,,,
3/26/18,61.119999,1/2/18,,,,,,,
3/27/18,56.380001,1/2/18,,,,,,,
3/28/18,55.337502,1/2/18,,,,,,,
3/29/18,57.897499,1/2/18,,,,,,,
4/2/18,55.262501,1/2/18,,,,,,,
4/3/18,56.337502,1/2/18,,,,,,,
4/4/18,56.560001,1/2/18,,,,,,,
4/5/18,55.345001,1/2/18,,,,,,,
4/6/18,53.5625,1/2/18,,,,,,,
4/9/18,53.852501,1/2/18,,,,,,,
4/10/18,56.977501,1/2/18,,,,,,,
4/11/18,56.560001,1/2/18,,,,,,,
4/12/18,58.650002,1/2/18,,,,,,,
4/13/18,57.875,1/2/18,,,,,,,
4/16/18,57.872501,1/2/18,,,,,,,
4/17/18,59.384998,1/2/18,,,,,,,
4/18/18,59.092499,1/2/18,,,,,,,
4/19/18,57.259998,1/2/18,,,,,,,
4/20/18,57.177502,1/2/18,,,,,,,
4/23/18,55.970001,1/2/18,,,,,,,
4/24/18,55.299999,1/2/18,,,,,,,
4/25/18,54.165001,1/2/18,,,,,,,
4/26/18,56.305,1/2/18,,,,,,,
4/27/18,56.5825,1/2/18,,,,,,,
4/30/18,56.224998,1/2/18,,,,,,,
5/1/18,56.785,1/2/18,,,,,,,
5/2/18,56.577499,1/2/18,,,,,,,
5/3/18,58.247501,1/2/18,,,,,,,
5/4/18,59.764999,1/2/18,,,,,,,
5/7/18,62.169998,1/2/18,,,,,,,
5/8/18,62.599998,1/2/18,,,,,,,
5/9/18,63.945,1/2/18,,,,,,,
5/10/18,65.032501,1/2/18,,,,,,,
5/11/18,63.6325,1/2/18,,,,,,,
5/14/18,63.84,1/2/18,,,,,,,
5/15/18,61.389999,1/2/18,,,,,,,
5/16/18,61.502499,1/2/18,,,,,,,
5/17/18,61.927502,1/2/18,,,,,,,
5/18/18,61.485001,1/2/18,,,,,,,
5/21/18,61.060001,1/2/18,,,,,,,
5/22/18,60.674999,1/2/18,,,,,,,
5/23/18,61.884998,1/2/18,,,,,,,
5/24/18,61.922501,1/2/18,,,,,,,
5/25/18,62.32,1/2/18,,,,,,,
5/29/18,62.147499,1/2/18,,,,,,,
5/30/18,63.247501,1/2/18,,,,,,,
5/31/18,63.047501,1/2/18,,,,,,,
6/1/18,64.404999,1/2/18,,,,,,,
6/4/18,66.212502,1/2/18,,,,,,,
6/5/18,66.267502,1/2/18,,,,,,,
6/6/18,66.287498,1/2/18,,,,,,,
6/7/18,65.724998,1/2/18,,,,,,,
6/8/18,65.57,1/2/18,,,,,,,
6/11/18,65.154999,1/2/18,,,,,,,
6/12/18,65.644997,1/2/18,,,,,,,
6/13/18,65.599998,1/2/18,,,,,,,
6/14/18,66.727501,1/2/18,,,,,,,
6/15/18,66.315002,1/2/18,,,,,,,
6/18/18,66.272499,1/2/18,,,,,,,
6/19/18,65.042503,1/2/18,,,,,,,
6/20/18,65.577499,1/2/18,,,,,,,
6/21/18,64.277496,1/2/18,,,,,,,
6/22/18,62.737499,1/2/18,,,,,,,
6/25/18,59.779999,1/2/18,,,,,,,
6/26/18,60.497501,1/2/18,,,,,,,
6/27/18,58.93,1/2/18,,,,,,,
6/28/18,60.215,1/2/18,,,,,,,
6/29/18,59.224998,1/2/18,,,,,,,
7/2/18,60.560001,1/2/18,,,,,,,
7/3/18,59.209999,1/2/18,,,,,,,
7/5/18,60.682499,1/2/18,,,,,,,
7/6/18,61.8325,1/2/18,,,,,,,
7/9/18,62.3125,1/2/18,,,,,,,
7/10/18,63.3125,1/2/18,,,,,,,
7/11/18,61.8825,1/2/18,,,,,,,
7/12/18,62.807499,1/2/18,,,,,,,
7/13/18,62.330002,1/2/18,,,,,,,
7/16/18,62.049999,1/2/18,,,,,,,
7/17/18,63.422501,1/2/18,,,,,,,
7/18/18,62.924999,1/2/18,,,,,,,
7/19/18,63.0075,1/2/18,,,,,,,
7/20/18,62.7225,1/2/18,,,,,,,
7/23/18,62.352501,1/2/18,,,,,,,
7/24/18,62.177502,1/2/18,,,,,,,
7/25/18,62.967499,1/2/18,,,,,,,
7/26/18,63.709999,1/2/18,,,,,,,
7/27/18,63.005001,1/2/18,,,,,,,
7/30/18,61.032501,1/2/18,,,,,,,
7/31/18,61.215,1/2/18,,,,,,,
8/1/18,61.6175,1/2/18,,,,,,,
8/2/18,62.654999,1/2/18,,,,,,,
8/3/18,63.025002,1/2/18,,,,,,,
8/6/18,63.5075,1/2/18,,,,,,,
8/7/18,64.237503,1/2/18,,,,,,,
8/8/18,64.605003,1/2/18,,,,,,,
8/9/18,64.114998,1/2/18,,,,,,,
8/10/18,63.697498,1/2/18,,,,,,,
8/13/18,64.029999,1/2/18,,,,,,,
8/14/18,65.357498,1/2/18,,,,,,,
8/15/18,64.769997,1/2/18,,,,,,,
8/16/18,64.360001,1/2/18,,,,,,,
8/17/18,61.205002,1/2/18,,,,,,,
8/20/18,61.959999,1/2/18,,,,,,,
8/21/18,63.330002,1/2/18,,,,,,,
8/22/18,65.705002,1/2/18,,,,,,,
8/23/18,66.709999,1/2/18,,,,,,,
8/24/18,68.055,1/2/18,,,,,,,
8/27/18,68.974998,1/2/18,,,,,,,
8/28/18,68.595001,1/2/18,,,,,,,
8/29/18,69.622498,1/2/18,,,,,,,
8/30/18,69.452499,1/2/18,,,,,,,
8/31/18,70.169998,1/2/18,,,,,,,
9/4/18,70.925003,1/2/18,,,,,,,
9/5/18,69.605003,1/2/18,,,,,,,
9/6/18,68.18,1/2/18,,,,,,,
9/7/18,67.964996,1/2/18,,,,,,,
9/10/18,68.682503,1/2/18,,,,,,,
9/11/18,68.199997,1/2/18,,,,,,,
9/12/18,67.050003,1/2/18,,,,,,,
9/13/18,67.834999,1/2/18,,,,,,,
9/14/18,69.107498,1/2/18,,,,,,,
9/17/18,68.482498,1/2/18,,,,,,,
9/18/18,67.754997,1/2/18,,,,,,,
9/19/18,67.995003,1/2/18,,,,,,,
9/20/18,66.57,1/2/18,,,,,,,
9/21/18,65.862503,1/2/18,,,,,,,
9/24/18,66.425003,1/2/18,,,,,,,
9/25/18,67.102501,1/2/18,,,,,,,
9/26/18,66.730003,1/2/18,,,,,,,
9/27/18,66.849998,1/2/18,,,,,,,
9/28/18,70.254997,1/2/18,,,,,,,
10/1/18,72.339996,1/2/18,,,,,,,
10/2/18,71.620003,1/2/18,,,,,,,
10/3/18,71.682503,1/2/18,,,,,,,
10/4/18,69.822502,1/2/18,,,,,,,
10/5/18,67.464996,1/2/18,,,,,,,
10/8/18,66.442497,1/2/18,,,,,,,
10/9/18,66.385002,1/2/18,,,,,,,
10/10/18,61.422501,1/2/18,,,,,,,
10/11/18,58.782501,1/2/18,,,,,,,
10/12/18,61.634998,1/2/18,,,,,,,
10/15/18,58.845001,1/2/18,,,,,,,
10/16/18,61.4575,1/2/18,,,,,,,
10/17/18,60.764999,1/2/18,,,,,,,
10/18/18,59.8825,1/2/18,,,,,,,
10/19/18,57.2925,1/2/18,,,,,,,
10/22/18,57.805,1/2/18,,,,,,,
10/23/18,55.264999,1/2/18,,,,,,,
10/24/18,49.852501,1/2/18,,,,,,,
10/25/18,51.959999,1/2/18,,,,,,,
10/26/18,49.572498,1/2/18,,,,,,,
10/29/18,46.404999,1/2/18,,,,,,,
10/30/18,50.75,1/2/18,,,,,,,
10/31/18,52.7075,1/2/18,,,,,,,
11/1/18,54.5275,1/2/18,,,,,,,
11/2/18,53.73,1/2/18,,,,,,,
11/5/18,52.942501,1/2/18,,,,,,,
11/6/18,52.764999,1/2/18,,,,,,,
11/7/18,53.447498,1/2/18,,,,,,,
11/8/18,51.497501,1/2/18,,,,,,,
11/9/18,51.4175,1/2/18,,,,,,,
11/12/18,47.384998,1/2/18,,,,,,,
11/13/18,49.827499,1/2/18,,,,,,,
11/14/18,49.297501,1/2/18,,,,,,,
11/15/18,50.5975,1/2/18,,,,,,,
11/16/18,41.107498,1/2/18,,,,,,,
11/19/18,36.174999,1/2/18,,,,,,,
11/20/18,37.27,1/2/18,,,,,,,
11/21/18,36.177502,1/2/18,,,,,,,
11/23/18,36.25,1/2/18,,,,,,,
11/26/18,38.262501,1/2/18,,,,,,,
11/27/18,38.432499,1/2/18,,,,,,,
11/28/18,40.017502,1/2/18,,,,,,,
11/29/18,39.34,1/2/18,,,,,,,
11/30/18,40.857498,1/2/18,,,,,,,
12/3/18,42.509998,1/2/18,,,,,,,
12/4/18,39.2775,1/2/18,,,,,,,
12/6/18,39.572498,1/2/18,,,,,,,
12/7/18,36.9025,1/2/18,,,,,,,
12/10/18,37.965,1/2/18,,,,,,,
12/11/18,37.047501,1/2/18,,,,,,,
12/12/18,37.224998,1/2/18,,,,,,,
12/13/18,37.2225,1/2/18,,,,,,,
12/14/18,36.612499,1/2/18,,,,,,,
12/17/18,35.895,1/2/18,,,,,,,
12/18/18,36.735001,1/2/18,,,,,,,
12/19/18,34.627499,1/2/18,,,,,,,
12/20/18,33.775002,1/2/18,,,,,,,
12/21/18,32.392502,1/2/18,,,,,,,
12/24/18,31.77,1/2/18,,,,,,,
12/26/18,33.275002,1/2/18,,,,,,,
12/27/18,32.7925,1/2/18,,,,,,,
12/28/18,33.412498,1/2/18,,,,,,,
12/31/18,33.375,1/2/18,,,,,,,
1/2/19,34.055,1/2/19,,,,,,,
1/3/19,31.997499,1/2/19,,,,,,,
1/4/19,34.047501,1/2/19,,,,,,,
1/7/19,35.849998,1/2/19,,,,,,,
1/8/19,34.9575,1/2/19,,,,,,,
1/9/19,35.645,1/2/19,,,,,,,
1/10/19,36.307499,1/2/19,,,,,,,
1/11/19,37.2075,1/2/19,,,,,,,
1/14/19,37.610001,1/2/19,,,,,,,
