Date,Close,MIN.YEAR,Year,New.Year,Min,Min.Date,Max,Max.Date,New.Year
5/12/16,8.8925,1/4/16,,,,,,,
5/13/16,10.245,1/4/16,,,,,,,
5/16/16,10.5475,1/4/16,,,,,,,
5/17/16,10.57,1/4/16,,,,,,,
5/18/16,10.84,1/4/16,,,,,,,
5/19/16,10.8875,1/4/16,,,,,,,
5/20/16,11.0825,1/4/16,,,,,,,
5/23/16,11.1,1/4/16,,,,,,,
5/24/16,11.34,1/4/16,,,,,,,
5/25/16,11.2925,1/4/16,,,,,,,
5/26/16,11.4125,1/4/16,,,,,,,
5/27/16,11.475,1/4/16,,,,,,,
5/31/16,11.68,1/4/16,,,,,,,
6/1/16,11.7025,1/4/16,,,,,,,
6/2/16,11.785,1/4/16,,,,,,,
6/3/16,11.62,1/4/16,,,,,,,
6/6/16,11.56,1/4/16,,,,,,,
6/7/16,11.5825,1/4/16,,,,,,,
6/8/16,11.545,1/4/16,,,,,,,
6/9/16,11.845,1/4/16,,,,,,,
6/10/16,11.55,1/4/16,,,,,,,
6/13/16,11.6975,1/4/16,,,,,,,
6/14/16,11.72,1/4/16,,,,,,,
6/15/16,11.84,1/4/16,,,,,,,
6/16/16,11.8875,1/4/16,,,,,,,
6/17/16,11.68,1/4/16,,,,,,,
6/20/16,11.89,1/4/16,,,,,,,
6/21/16,11.8175,1/4/16,,,,,,,
6/22/16,11.8075,1/4/16,,,,,,,
6/23/16,12.1225,1/4/16,,,,,,,
6/24/16,11.4325,1/4/16,,,,,,,
6/27/16,11.31,1/4/16,,,,,,,
6/28/16,11.475,1/4/16,,,,,,,
6/29/16,11.6625,1/4/16,,,,,,,
6/30/16,11.7525,1/4/16,,,,,,,
7/1/16,11.665,1/4/16,,,,,,,
7/5/16,11.8375,1/4/16,,,,,,,
7/6/16,11.9125,1/4/16,,,,,,,
7/7/16,12.2225,1/4/16,,,,,,,
7/8/16,12.7125,1/4/16,,,,,,,
7/11/16,13.005,1/4/16,,,,,,,
7/12/16,13.2,1/4/16,,,,,,,
7/13/16,13.195,1/4/16,,,,,,,
7/14/16,13.33,1/4/16,,,,,,,
7/15/16,13.175,1/4/16,,,,,,,
7/18/16,13.2425,1/4/16,,,,,,,
7/19/16,13.38,1/4/16,,,,,,,
7/20/16,13.555,1/4/16,,,,,,,
7/21/16,13.305,1/4/16,,,,,,,
7/22/16,13.6675,1/4/16,,,,,,,
7/25/16,13.92,1/4/16,,,,,,,
7/26/16,14.1575,1/4/16,,,,,,,
7/27/16,14.015,1/4/16,,,,,,,
7/28/16,14.045,1/4/16,,,,,,,
7/29/16,14.275,1/4/16,,,,,,,
8/1/16,14.1825,1/4/16,,,,,,,
8/2/16,14.01,1/4/16,,,,,,,
8/3/16,14.0475,1/4/16,,,,,,,
8/4/16,14.3075,1/4/16,,,,,,,
8/5/16,14.55,1/4/16,,,,,,,
8/8/16,14.685,1/4/16,,,,,,,
8/9/16,14.7225,1/4/16,,,,,,,
8/10/16,14.6275,1/4/16,,,,,,,
8/11/16,14.925,1/4/16,,,,,,,
8/12/16,15.76,1/4/16,,,,,,,
8/15/16,15.745,1/4/16,,,,,,,
8/16/16,15.65,1/4/16,,,,,,,
8/17/16,15.2875,1/4/16,,,,,,,
8/18/16,15.525,1/4/16,,,,,,,
8/19/16,15.565,1/4/16,,,,,,,
8/22/16,15.63,1/4/16,,,,,,,
8/23/16,15.7275,1/4/16,,,,,,,
8/24/16,15.485,1/4/16,,,,,,,
8/25/16,15.3825,1/4/16,,,,,,,
8/26/16,15.5075,1/4/16,,,,,,,
8/29/16,15.4975,1/4/16,,,,,,,
8/30/16,15.4075,1/4/16,,,,,,,
8/31/16,15.335,1/4/16,,,,,,,
9/1/16,15.7875,1/4/16,,,,,,,
9/2/16,15.6325,1/4/16,,,,,,,
9/6/16,15.78,1/4/16,,,,,,,
9/7/16,15.5475,1/4/16,,,,,,,
9/8/16,15.66,1/4/16,,,,,,,
9/9/16,14.88,1/4/16,,,,,,,
9/12/16,15.1875,1/4/16,,,,,,,
9/13/16,14.9675,1/4/16,,,,,,,
9/14/16,15.1,1/4/16,,,,,,,
9/15/16,15.6725,1/4/16,,,,,,,
