Date,Close,MIN.YEAR,Year,New.Year,Min,Min.Date,Max,Max.Date
5/13/2022,2.888,1/3/2022,,,,,,
5/16/2022,2.82,1/3/2022,,,,,,
5/17/2022,2.946,1/3/2022,,,,,,
5/18/2022,2.891,1/3/2022,,,,,,
5/19/2022,2.847,1/3/2022,,,,,,
5/20/2022,2.806,1/3/2022,,,,,,
5/23/2022,2.875,1/3/2022,,,,,,
5/24/2022,2.757,1/3/2022,,,,,,
5/25/2022,2.721,1/3/2022,,,,,,
5/26/2022,2.716,1/3/2022,,,,,,
5/27/2022,2.724,1/3/2022,,,,,,
5/31/2022,2.811,1/3/2022,,,,,,
6/1/2022,2.938,1/3/2022,,,,,,
6/3/2022,2.951,1/3/2022,,,,,,
6/6/2022,3.035,1/3/2022,,,,,,
6/7/2022,2.984,1/3/2022,,,,,,
6/8/2022,3.032,1/3/2022,,,,,,
6/9/2022,3.063,1/3/2022,,,,,,
6/10/2022,3.25,1/3/2022,,,,,,
6/13/2022,3.475,1/3/2022,,,,,,
6/14/2022,3.596,1/3/2022,,,,,,
6/15/2022,3.472,1/3/2022,,,,,,
6/16/2022,3.377,1/3/2022,,,,,,
6/17/2022,3.34,1/3/2022,,,,,,
6/21/2022,3.379,1/3/2022,,,,,,
6/22/2022,3.227,1/3/2022,,,,,,
6/23/2022,3.133,1/3/2022,,,,,,
6/24/2022,3.175,1/3/2022,,,,,,
6/27/2022,3.258,1/3/2022,,,,,,
6/28/2022,3.26,1/3/2022,,,,,,
6/29/2022,3.151,1/3/2022,,,,,,
6/30/2022,3.004,1/3/2022,,,,,,
7/1/2022,2.884,1/3/2022,,,,,,
7/5/2022,2.815,1/3/2022,,,,,,
7/6/2022,2.951,1/3/2022,,,,,,
7/7/2022,3.054,1/3/2022,,,,,,
7/8/2022,3.142,1/3/2022,,,,,,
7/11/2022,3.05,1/3/2022,,,,,,
7/12/2022,3.016,1/3/2022,,,,,,
7/13/2022,3.019,1/3/2022,,,,,,
7/14/2022,3.063,1/3/2022,,,,,,
7/15/2022,3.051,1/3/2022,,,,,,
7/18/2022,3.07,1/3/2022,,,,,,
7/19/2022,3.15,1/3/2022,,,,,,
7/20/2022,3.178,1/3/2022,,,,,,
7/21/2022,3.01,1/3/2022,,,,,,
7/22/2022,2.873,1/3/2022,,,,,,
7/25/2022,2.9,1/3/2022,,,,,,
7/26/2022,2.885,1/3/2022,,,,,,
7/27/2022,2.797,1/3/2022,,,,,,
7/28/2022,2.703,1/3/2022,,,,,,
8/1/2022,2.668,1/3/2022,,,,,,
8/2/2022,2.862,1/3/2022,,,,,,
8/3/2022,2.872,1/3/2022,,,,,,
8/4/2022,2.774,1/3/2022,,,,,,
8/5/2022,2.976,1/3/2022,,,,,,
8/8/2022,2.911,1/3/2022,,,,,,
8/9/2022,2.98,1/3/2022,,,,,,
8/10/2022,2.923,1/3/2022,,,,,,
8/11/2022,2.988,1/3/2022,,,,,,
8/12/2022,2.977,1/3/2022,,,,,,
8/15/2022,2.913,1/3/2022,,,,,,
8/16/2022,2.958,1/3/2022,,,,,,
8/17/2022,3.048,1/3/2022,,,,,,
8/18/2022,3.031,1/3/2022,,,,,,
8/19/2022,3.116,1/3/2022,,,,,,
8/22/2022,3.179,1/3/2022,,,,,,
8/23/2022,3.181,1/3/2022,,,,,,
8/24/2022,3.231,1/3/2022,,,,,,
